,longitude,latitude,adt,ugos,vgos,sla,ugosa,vgosa,Born,Dead,Errcount,Longevity,radius,radius_glob
824295,310.375,2.375,0.7574000000000001,3.8427,3.5756,0.2487,3.1271,3.7464,2009-05-07,2009-10-13 00:00:00,0,159,7.4183,6.8735
824362,310.125,1.875,0.2647,1.3656,-5.168200000000001,-0.3009,0.4569,-4.7602,2009-08-01,2009-10-13 00:00:00,0,73,6.5338,5.2171
824529,310.375,1.625,0.3986,-1.4313,-4.2374,-0.1904,-2.5516,-3.9283,2009-07-26,2009-10-14 00:00:00,0,80,5.6687,6.479900000000001
824685,310.125,2.625,0.559,2.4905,3.2326,0.0606,1.8599,3.4913000000000003,2009-01-15,2009-10-14 00:00:00,0,272,5.7231000000000005,5.3512
824810,309.625,2.125,0.6501,0.3399,4.4335,0.1124,-0.2363,4.7271,2009-09-02,2009-10-14 00:00:00,0,42,4.7734000000000005,4.9634
826029,163.375,62.375,0.2376,-0.0375,-0.7606,-0.015,-0.0028,-0.8825000000000001,2009-10-13,2009-10-16 00:00:00,0,3,0.7981,0.8853000000000001
829301,309.625,0.125,0.7246,0.3293,0.2971,0.0252,0.3217,0.1991,2009-10-09,2009-10-21 00:00:00,0,12,0.6264,0.5207999999999999
829302,309.625,0.375,0.727,0.3587,0.3827,0.0268,0.3174,0.293,2009-10-09,2009-10-21 00:00:00,0,12,0.7414000000000001,0.6104
829541,309.125,-0.125,0.7431,0.3239,0.3894,0.041,0.3215,0.1991,2009-10-09,2009-10-21 00:00:00,0,12,0.7133,0.5206
829690,309.375,-0.125,0.7358,0.3226,0.3727,0.0336,0.3204,0.215,2009-10-09,2009-10-21 00:00:00,0,12,0.6953,0.5354
829691,309.375,0.125,0.7324,0.3337,0.3036,0.0314,0.3312,0.1769,2009-10-09,2009-10-21 00:00:00,0,12,0.6373,0.5081
831266,279.375,68.625,-0.0278,-0.3085,0.51,-0.0365,-0.3068,0.438,2009-10-22,2009-10-24 00:00:00,0,2,0.8185,0.7448
831267,279.375,68.875,0.0264,0.0226,0.6437,0.0324,-0.023,0.5591,2009-10-22,2009-10-24 00:00:00,0,2,0.6663,0.5821000000000001
831414,279.625,69.125,0.0309,0.3094,0.4766,0.0426,0.2294,0.3701,2009-10-22,2009-10-24 00:00:00,0,2,0.786,0.5994999999999999
831498,279.625,68.875,0.1223,0.0412,0.66,0.1115,-0.0098,0.5599000000000001,2009-10-22,2009-10-24 00:00:00,0,2,0.7012,0.5697000000000001
831499,279.625,68.625,0.0491,-0.4226,0.5216000000000001,0.0268,-0.3865,0.4491,2009-10-22,2009-10-24 00:00:00,0,2,0.9442,0.8356
832040,279.375,69.125,-0.0421,0.2681,0.4747,-0.0125,0.1607,0.3869,2009-10-22,2009-10-24 00:00:00,0,2,0.7428,0.5476000000000001
833122,315.375,-2.375,0.6959000000000001,0.1772,-1.197,0.1626,0.188,-1.3765,2009-10-21,2009-10-26 00:00:00,0,5,1.3742,1.5645
833377,315.625,-2.625,0.7066,1.0282,-0.4702,0.1728,1.0638,-0.6107,2009-10-21,2009-10-26 00:00:00,0,5,1.4984,1.6745
834287,280.125,68.375,-0.102,-0.5809000000000001,0.1696,-0.0945,-0.5097,0.1653,2009-10-22,2009-10-28 00:00:00,0,6,0.7505000000000001,0.675
834411,279.625,68.375,-0.1554,-0.52,0.2096,-0.1469,-0.4535,0.2296,2009-10-22,2009-10-28 00:00:00,0,6,0.7296,0.6831
834470,280.375,68.375,-0.087,-0.5369,-0.0733,-0.0796,-0.4663,-0.0536,2009-10-22,2009-10-28 00:00:00,0,6,0.6102000000000001,0.5199
834471,280.375,68.625,0.1026,-0.489,0.1302,0.0732,-0.4228,0.1334,2009-10-24,2009-10-28 00:00:00,0,4,0.6192,0.5562
834543,279.875,69.125,0.0865,0.3667,0.2979,0.0892,0.291,0.2419,2009-10-22,2009-10-28 00:00:00,0,6,0.6646000000000001,0.5328999999999999
834597,279.875,68.375,-0.1247,-0.5737,0.1897,-0.1168,-0.5024000000000001,0.1806,2009-10-22,2009-10-28 00:00:00,0,6,0.7634,0.683
834599,279.875,68.625,0.1083,-0.4842,0.3218,0.0828,-0.4376,0.317,2009-10-22,2009-10-28 00:00:00,0,6,0.806,0.7545999999999999
834867,280.875,68.625,0.0878,-0.4415,-0.2114,0.0531,-0.3475,-0.259,2009-10-24,2009-10-29 00:00:00,0,5,0.6529,0.6065
835138,281.125,69.125,0.0759,0.2395,-0.3607,0.0299,0.1591,-0.352,2009-10-24,2009-10-29 00:00:00,0,5,0.6002000000000001,0.5111
835385,281.125,68.625,0.0507,-0.314,-0.3271,0.0095,-0.2217,-0.2977,2009-10-24,2009-10-29 00:00:00,0,5,0.6411,0.5194000000000001
837464,283.375,66.625,-0.0633,-0.3474,0.3515,0.0048,-0.3178,0.3192,2009-08-06,2009-11-01 00:00:00,0,87,0.6989,0.637
837480,284.125,66.375,-0.1946,-0.3438,0.4881,-0.1496,-0.3139,0.4138,2009-08-04,2009-11-01 00:00:00,0,89,0.8319,0.7277
837653,283.625,66.375,-0.32,-0.3879,0.4838,-0.2517,-0.3844,0.4445,2009-08-04,2009-11-01 00:00:00,0,89,0.8717,0.8289
837654,283.625,66.625,0.0027,-0.4096,0.389,0.0625,-0.3652,0.3155,2009-08-06,2009-11-01 00:00:00,0,87,0.7986,0.6807000000000001
837670,284.375,66.375,-0.1107,-0.3122,0.6361,-0.0764,-0.277,0.5547000000000001,2009-08-04,2009-11-01 00:00:00,0,89,0.9482999999999999,0.8317000000000001
837889,283.875,66.375,-0.2611,-0.3701,0.3806,-0.2033,-0.3567,0.297,2009-08-04,2009-11-01 00:00:00,0,89,0.7506999999999999,0.6537
840003,283.375,66.375,-0.245,-0.4939,0.1619,-0.1744,-0.4987,0.156,2009-08-06,2009-11-04 00:00:00,0,90,0.6557999999999999,0.6547
840236,282.875,66.375,-0.2308,-0.4185,-0.2024,-0.1548,-0.4244,-0.2265,2009-08-06,2009-11-04 00:00:00,0,90,0.6209,0.6509
841583,309.125,-0.125,0.756,0.0734,0.5800000000000001,0.0539,0.0709,0.3897,2009-10-28,2009-11-05 00:00:00,0,8,0.6534000000000001,0.4606
842579,123.625,-16.375,1.0121,0.2544,0.3785,-0.0163,0.2367,0.3244,2009-08-31,2009-11-07 00:00:00,0,68,0.6329,0.5611
844771,279.875,66.375,0.0139,0.5688,0.0728,0.1251,0.5971000000000001,0.056,2009-07-31,2009-11-12 00:00:00,0,104,0.6416,0.6531000000000001
844959,280.125,66.375,0.0197,0.5774,-0.0685,0.1282,0.6032000000000001,-0.0895,2009-07-31,2009-11-12 00:00:00,0,104,0.6459,0.6927000000000001
845087,280.375,66.375,-0.0032,0.5362,-0.1311,0.1024,0.558,-0.142,2009-07-31,2009-11-12 00:00:00,0,104,0.6673,0.7000000000000001
849278,310.375,2.125,0.5342,2.3064,3.8862,0.0053,1.4463,4.1196,2009-10-17,2009-11-21 00:00:00,0,35,6.1926000000000005,5.5659
849867,310.375,2.375,0.4537,1.1959,4.6413,-0.055,0.4802,4.8122,2009-10-16,2009-11-22 00:00:00,0,37,5.8372,5.2924
850920,309.625,0.375,0.6052000000000001,-0.1337,-0.8873000000000001,-0.0949,-0.175,-0.977,2009-11-23,2009-11-24 00:00:00,0,1,1.0210000000000001,1.152
851906,310.125,2.125,0.5106,0.8147000000000001,3.0145,-0.0279,0.0122,3.3782,2009-10-19,2009-11-25 00:00:00,0,37,3.8292,3.3904
859105,123.375,-16.625,0.9516,0.5215000000000001,-0.26,-0.0786,0.493,-0.2826,2009-11-08,2009-12-13 00:00:00,0,35,0.7815000000000001,0.7756000000000001
863373,310.125,2.375,0.4959,-0.0931,2.9851,-0.0201,-0.8285,3.2966,2009-10-19,2009-12-22 00:00:00,0,64,3.0782000000000003,4.1251
863377,310.125,2.125,0.5164,0.7975,-5.2816,-0.0221,-0.005,-4.918,2009-11-26,2009-12-22 00:00:00,0,26,6.0791,4.923
868381,315.625,-2.625,0.5322,-0.6557000000000001,0.0785,-0.0015,-0.6201,-0.062,2009-12-30,2010-01-04 00:00:00,0,5,0.7342000000000001,0.6820999999999999
868572,315.375,-2.375,0.5191,-0.6842,0.4891,-0.0142,-0.6734,0.3096,2009-12-30,2010-01-04 00:00:00,0,5,1.1733,0.983
873090,310.375,2.375,0.4059,0.1221,-4.8811,-0.1028,-0.5935,-4.7103,2009-11-24,2010-01-17 00:00:00,0,54,5.0032,5.3038
875356,310.125,2.625,0.4175,-0.6364000000000001,4.0883,-0.0809,-1.267,4.346900000000001,2009-10-18,2010-01-26 00:00:00,0,100,4.7247,5.613900000000001
875357,310.125,2.375,0.4607,-1.7828000000000002,-4.2584,-0.0554,-2.5181,-3.9469,2009-12-24,2010-01-26 00:00:00,0,33,6.0412,6.465
875763,309.875,2.875,0.2526,-3.0263,2.7583,-0.2451,-3.5126000000000004,3.1439000000000004,2008-08-12,2010-01-27 00:00:00,0,533,5.7846,6.656500000000001
875764,309.875,2.625,0.6814,4.883500000000001,1.8603,0.1737,4.2744,2.2764,2009-09-22,2010-01-27 00:00:00,0,127,6.7438,6.550800000000001
875949,310.125,2.875,0.4882,2.6788000000000003,3.4642,-0.001,2.2426,3.6677,2009-01-15,2010-01-28 00:00:00,0,378,6.143000000000001,5.910299999999999
876401,309.875,3.125,0.3271,-2.8506,2.8786,-0.1489,-3.212,3.1661,2008-08-11,2010-01-30 00:00:00,0,537,5.7292000000000005,6.3781
878099,309.625,0.125,0.7996000000000001,-0.6122000000000001,-0.8362,0.1001,-0.6198,-0.9342,2010-01-31,2010-02-04 00:00:00,0,4,1.4484000000000001,1.554
878100,309.625,0.375,0.8358,-0.9034,0.2837,0.1357,-0.9447,0.194,2010-01-31,2010-02-04 00:00:00,0,4,1.1871,1.1387
878261,309.125,-0.125,0.7515000000000001,-0.5243,-0.9056,0.0493,-0.5268,-1.0959,2010-01-31,2010-02-04 00:00:00,0,4,1.4299,1.6227
878378,309.375,-0.125,0.7586,-0.5124000000000001,-0.9134,0.0564,-0.5146000000000001,-1.0711,2010-01-31,2010-02-04 00:00:00,0,4,1.4258000000000002,1.5857
878379,309.375,0.125,0.76,-0.5358,-0.7148,0.0589,-0.5382,-0.8415,2010-01-31,2010-02-04 00:00:00,0,4,1.2506,1.3797000000000001
882430,309.875,2.125,0.7533000000000001,1.059,4.4572,0.2141,0.3545,4.8476,2009-08-31,2010-02-13 00:00:00,0,166,5.5162,5.2021
882431,309.875,2.375,0.7199,1.7846000000000002,3.9279,0.1964,1.1118,4.3224,2009-08-31,2010-02-13 00:00:00,0,166,5.7125,5.4342
883279,309.625,2.375,0.6237,-0.1626,2.958,0.0924,-0.6777000000000001,3.3406,2009-09-03,2010-02-15 00:00:00,0,165,3.1206,4.0183
883405,309.875,2.625,0.2742,-1.3201,3.9415,-0.2336,-1.9292,4.357600000000001,2010-02-01,2010-02-15 00:00:00,0,14,5.2616,6.2868
883768,309.625,2.625,0.5779000000000001,0.535,4.4589,0.0577,0.0499,4.9528,2009-08-31,2010-02-16 00:00:00,0,169,4.9939,5.0027
883769,309.625,2.125,0.2109,1.7476,-4.5119,-0.3268,1.1714,-4.2183,2009-10-16,2010-02-16 00:00:00,0,123,6.2595,5.3897
884283,309.625,0.125,0.8757,-0.0615,0.5573,0.1762,-0.0691,0.4593,2010-02-10,2010-02-18 00:00:00,0,8,0.6188,0.5284
884284,309.625,0.375,0.8604,0.2526,0.4912,0.1603,0.2113,0.4015,2010-02-10,2010-02-18 00:00:00,0,8,0.7438,0.6128
884464,309.125,-0.125,0.9165,-0.0859,0.7183,0.2144,-0.0883,0.5279,2010-02-10,2010-02-18 00:00:00,0,8,0.8042,0.6162000000000001
884569,309.375,-0.125,0.9034,-0.0782,0.73,0.2013,-0.0804,0.5723,2010-02-10,2010-02-18 00:00:00,0,8,0.8082,0.6527000000000001
884570,309.375,0.125,0.9064,-0.0696,0.5522,0.2054,-0.072,0.4255,2010-02-10,2010-02-18 00:00:00,0,8,0.6218,0.4975
886698,310.375,1.625,0.6692,2.1617,3.7131,0.0802,1.0414,4.0221,2009-10-16,2010-02-26 00:00:00,0,133,5.8748000000000005,5.0635
886833,310.375,1.875,0.6112000000000001,2.5008,3.4509000000000003,0.0559,1.486,3.726,2009-10-17,2010-02-27 00:00:00,0,133,5.951700000000001,5.212
887073,310.125,1.875,0.5536,1.4496,2.4165,-0.0119,0.5409,2.8245,2009-10-19,2010-02-27 00:00:00,0,131,3.8661000000000003,3.3654
887668,309.625,0.125,0.6886,-0.02,-0.9012,-0.0108,-0.0276,-0.9992,2010-02-26,2010-03-01 00:00:00,0,3,0.9212,1.0268
887669,309.625,0.375,0.7071000000000001,-0.2086,-0.7943,0.007,-0.2499,-0.8839,2010-02-26,2010-03-01 00:00:00,0,3,1.0029,1.1338
887869,309.125,-0.125,0.7023,0.0284,-0.758,0.0001,0.0259,-0.9483,2010-02-26,2010-03-01 00:00:00,0,3,0.7864,0.9742000000000001
888023,309.375,-0.125,0.6992,0.0297,-0.7747,-0.0029,0.0276,-0.9324,2010-02-26,2010-03-01 00:00:00,0,3,0.8044,0.96
888024,309.375,0.125,0.6999000000000001,0.0223,-0.8783000000000001,-0.0012,0.0199,-1.005,2010-02-26,2010-03-01 00:00:00,0,3,0.9006000000000001,1.0249
889115,309.625,0.125,0.6755,-0.2103,-1.0135,-0.024,-0.218,-1.1115000000000002,2010-03-02,2010-03-04 00:00:00,0,2,1.2238,1.3295000000000001
889116,309.625,0.375,0.6873,-0.4449,-1.2078,-0.0128,-0.4862,-1.2975,2010-03-02,2010-03-04 00:00:00,0,2,1.6527,1.7837
889245,309.125,-0.125,0.7375,-0.1967,-0.7073,0.0353,-0.1991,-0.8976000000000001,2010-03-02,2010-03-04 00:00:00,0,2,0.904,1.0967
889312,309.375,-0.125,0.7268,-0.2056,-0.6547000000000001,0.0247,-0.2078,-0.8124,2010-03-02,2010-03-04 00:00:00,0,2,0.8603000000000001,1.0202
889313,309.375,0.125,0.7249,-0.2021,-0.8806,0.0238,-0.2045,-1.0073,2010-03-02,2010-03-04 00:00:00,0,2,1.0827,1.2118
891645,309.625,0.125,0.6714,-0.1382,-0.8101,-0.028,-0.1458,-0.9081,2010-03-05,2010-03-09 00:00:00,0,4,0.9483,1.0539
891646,309.625,0.375,0.6658000000000001,-0.206,-1.244,-0.0343,-0.2473,-1.3336,2010-03-05,2010-03-09 00:00:00,0,4,1.45,1.5809
891813,309.125,-0.125,0.7367,-0.1727,-0.4964,0.0345,-0.1751,-0.6868000000000001,2010-03-05,2010-03-09 00:00:00,0,4,0.6691,0.8619000000000001
891947,309.375,-0.125,0.7265,-0.1835,-0.4621,0.0244,-0.1857,-0.6198,2010-03-05,2010-03-09 00:00:00,0,4,0.6456,0.8055
891948,309.375,0.125,0.7235,-0.168,-0.6956,0.0224,-0.1704,-0.8223,2010-03-05,2010-03-09 00:00:00,0,4,0.8636,0.9927
894108,315.375,-2.375,0.4823,-0.5395,1.8455,-0.051,-0.5288,1.666,2010-03-10,2010-03-15 00:00:00,0,5,2.385,2.1948
894232,315.625,-2.625,0.4697,-1.4627,1.2322,-0.0641,-1.4271,1.0917,2010-03-10,2010-03-15 00:00:00,0,5,2.6948999999999996,2.5187999999999997
894941,310.875,1.375,0.5476,-0.8904000000000001,-4.9461,-0.0493,-1.7714,-4.563000000000001,2009-04-04,2010-03-17 00:00:00,0,347,5.836500000000001,6.3344000000000005
894942,310.875,1.625,0.5689000000000001,-0.3398,-3.9735,0.0,-1.3001,-3.7037,2009-04-06,2010-03-17 00:00:00,0,345,4.3133,5.0038
894965,310.125,2.125,0.4089,-2.1721,-3.824,-0.1296,-2.9746,-3.4604000000000004,2009-12-24,2010-03-17 00:00:00,0,83,5.9961,6.4350000000000005
895140,310.125,1.875,0.5762,5.8169,-1.1818,0.0106,4.9082,-0.7738,2010-03-03,2010-03-17 00:00:00,0,14,6.9987,5.682
895390,310.125,2.375,0.3668,-0.0034,4.5096,-0.1492,-0.7388,4.821000000000001,2010-01-31,2010-03-18 00:00:00,0,46,4.513,5.559800000000001
895393,310.625,1.375,0.7126,-1.4549,-4.5498,0.0996,-2.4674,-4.2252,2009-04-04,2010-03-18 00:00:00,0,348,6.004700000000001,6.6926000000000005
895620,309.875,2.125,0.7716000000000001,0.7715000000000001,4.1849,0.2324,0.067,4.5753,2010-02-17,2010-03-18 00:00:00,0,29,4.9564,4.6423000000000005
895728,309.625,0.125,0.8450000000000001,0.3149,0.2978,0.1456,0.3073,0.1998,2010-03-17,2010-03-19 00:00:00,0,2,0.6127,0.5071
895729,309.625,0.375,0.8373,0.4598,-0.3036,0.1371,0.4185,-0.3933,2010-03-17,2010-03-19 00:00:00,0,2,0.7634,0.8118
895830,310.625,1.625,0.6951,-0.864,-3.8523,0.1153,-1.9734,-3.6113,2009-04-06,2010-03-19 00:00:00,0,347,4.7163,5.5847
895890,309.125,-0.125,0.9079,0.2989,0.544,0.2057,0.2964,0.3537,2010-03-17,2010-03-19 00:00:00,0,2,0.8429,0.6501
895967,309.375,-0.125,0.8922,0.2959,0.522,0.1901,0.2937,0.3642,2010-03-17,2010-03-19 00:00:00,0,2,0.8179000000000001,0.6579
896020,309.875,2.375,0.7433000000000001,1.4440000000000002,4.0509,0.2199,0.7712,4.4455,2010-02-17,2010-03-19 00:00:00,0,30,5.4949,5.2167
896427,309.875,2.625,0.6801,1.8801,4.1488000000000005,0.1724,1.271,4.564900000000001,2010-02-16,2010-03-20 00:00:00,0,32,6.0289,5.8359000000000005
896833,309.875,2.875,0.4209,-1.4082,3.6162,-0.0767,-1.8944,4.0018,2010-02-03,2010-03-21 00:00:00,0,46,5.0244,5.8962
897155,309.625,0.375,0.7951,0.3948,-0.4134,0.0949,0.3535,-0.5031,2010-03-21,2010-03-23 00:00:00,0,2,0.8082,0.8566
898697,310.125,2.125,0.675,-0.0098,-4.8504000000000005,0.1365,-0.8123,-4.486800000000001,2010-03-23,2010-03-27 00:00:00,0,4,4.860200000000001,5.299100000000001
898698,310.125,2.375,0.7072,1.3507,-5.051200000000001,0.1912,0.6153000000000001,-4.7397,2010-03-24,2010-03-27 00:00:00,0,3,6.4019,5.355
898794,310.375,2.125,0.4222,0.8477,-5.215800000000001,-0.1067,-0.0124,-4.9825,2009-11-24,2010-03-27 00:00:00,0,123,6.0635,4.9949
898795,310.375,2.375,0.5592,-2.2538,-3.8005,0.0505,-2.9694000000000003,-3.6296,2010-01-19,2010-03-27 00:00:00,0,67,6.0543,6.599
898946,310.375,1.375,0.6247,0.9417,-4.941800000000001,-0.0007,-0.0798,-4.6326,2009-07-13,2010-03-28 00:00:00,0,258,5.883500000000001,4.7124
898947,310.375,1.625,0.7215,6.0589,-0.4024,0.1325,4.9386,-0.0934,2010-02-28,2010-03-28 00:00:00,0,28,6.4613000000000005,5.032
898948,310.375,1.875,0.5413,5.692,0.047,-0.014,4.6771,0.3221,2010-03-02,2010-03-28 00:00:00,0,26,5.739,4.9992
899078,310.125,2.625,0.4071,-1.4109,4.0219000000000005,-0.0914,-2.0415,4.2805,2010-02-01,2010-03-28 00:00:00,0,55,5.4328,6.322
899224,310.125,1.875,0.5748,-0.5268,-4.6404000000000005,0.0093,-1.4355,-4.2324,2010-03-21,2010-03-28 00:00:00,0,7,5.1672,5.6679
899307,310.625,2.375,0.6569,0.657,-3.5136000000000003,0.1516,-0.0243,-3.4722,2009-04-08,2010-03-29 00:00:00,0,355,4.1706,3.4965
899308,310.625,2.125,0.661,0.1069,-3.0872,0.1375,-0.7578,-2.9826,2009-04-08,2010-03-29 00:00:00,0,355,3.1941,3.7404
899456,310.625,1.875,0.6738000000000001,2.8229,-4.668200000000001,0.1253,1.7936,-4.5064,2009-06-13,2010-03-29 00:00:00,0,289,7.491100000000001,6.300000000000001
899544,310.375,2.625,0.509,1.8585,4.2479000000000005,0.0152,1.2954,4.3451,2009-01-12,2010-03-29 00:00:00,0,441,6.106400000000001,5.6405
905466,309.625,0.375,0.9081,0.2487,0.3562,0.208,0.2074,0.2665,2010-04-11,2010-04-14 00:00:00,0,3,0.6049,0.4739
905688,309.125,-0.125,0.9179,0.0841,0.5641,0.2158,0.0816,0.3737,2010-04-11,2010-04-14 00:00:00,0,3,0.6482,0.4553
905832,309.375,-0.125,0.9156,0.0869,0.5434,0.2135,0.0848,0.3857,2010-04-11,2010-04-14 00:00:00,0,3,0.6303,0.4705
907515,315.375,-2.375,0.5422,-0.3368,-0.2978,0.009,-0.326,-0.4773,2010-04-14,2010-04-19 00:00:00,0,5,0.6346,0.8033
912680,309.625,0.375,0.8908,0.3765,0.768,0.1907,0.3352,0.6784,2010-04-21,2010-04-29 00:00:00,0,8,1.1445,1.0136
912681,309.625,0.125,0.8961,0.1813,0.68,0.1967,0.1737,0.5820000000000001,2010-04-21,2010-04-29 00:00:00,0,8,0.8613000000000001,0.7557
912946,309.125,-0.125,0.8965000000000001,0.1771,0.7552,0.1943,0.1746,0.5649000000000001,2010-04-21,2010-04-29 00:00:00,0,8,0.9323,0.7395
913123,309.375,-0.125,0.8952,0.1782,0.7317,0.1931,0.176,0.5740000000000001,2010-04-21,2010-04-29 00:00:00,0,8,0.9099,0.75
913124,309.375,0.125,0.8955000000000001,0.1803,0.7215,0.1944,0.1779,0.5948,2010-04-21,2010-04-29 00:00:00,0,8,0.9018,0.7726999999999999
917195,310.375,2.125,0.6145,-1.213,-4.734100000000001,0.0855,-2.0731,-4.5007,2010-04-02,2010-05-09 00:00:00,0,37,5.947100000000001,6.5738
917448,310.375,1.875,0.5820000000000001,-1.1479,-4.4619,0.0267,-2.1628000000000003,-4.1868,2010-04-02,2010-05-10 00:00:00,0,38,5.6098,6.349600000000001
920597,309.625,2.125,0.6392,0.9867,4.4169,0.1015,0.4106,4.710500000000001,2010-02-18,2010-05-16 00:00:00,0,87,5.4036,5.1211
925670,184.625,69.125,-0.2733,-0.0254,0.6427,-0.193,-0.0048,0.5891000000000001,2010-05-19,2010-05-24 00:00:00,0,5,0.6681,0.5939000000000001
925671,184.625,69.375,-0.2953,0.1405,0.4636,-0.2245,0.1737,0.4027,2010-05-19,2010-05-24 00:00:00,0,5,0.6041000000000001,0.5764
925713,184.375,68.625,-0.3544,0.2166,0.4629,-0.2581,0.2198,0.424,2010-05-19,2010-05-24 00:00:00,0,5,0.6795,0.6437999999999999
925976,184.625,68.875,-0.2947,-0.0315,0.6158,-0.206,-0.0145,0.5679000000000001,2010-05-19,2010-05-24 00:00:00,0,5,0.6473,0.5824
926932,309.875,2.125,0.8489,-0.9129,-4.7582,0.3096,-1.6174000000000002,-4.367900000000001,2010-03-24,2010-05-25 00:00:00,0,62,5.671100000000001,5.9853000000000005
927554,309.625,2.375,0.6209,0.8629,3.4445,0.0897,0.3479,3.827,2010-02-19,2010-05-26 00:00:00,0,96,4.3074,4.1749
927555,309.625,2.125,0.4139,0.9968,-4.2446,-0.1238,0.4206,-3.951,2010-05-19,2010-05-26 00:00:00,0,7,5.2414000000000005,4.3716
927804,309.875,2.375,0.874,1.4214,-4.9667,0.3506,0.7486,-4.5721,2010-03-25,2010-05-26 00:00:00,0,62,6.3881000000000006,5.3206999999999995
928474,309.625,2.625,0.5985,0.8609,4.0448,0.0783,0.3759,4.5387,2010-02-18,2010-05-27 00:00:00,0,98,4.9057,4.9146
928701,309.875,2.625,0.8284,3.9296,-4.0595,0.3207,3.3204,-3.6434,2010-03-28,2010-05-27 00:00:00,0,60,7.9891000000000005,6.9638
928879,309.625,0.375,0.7091000000000001,-0.2273,0.5719000000000001,0.009,-0.2686,0.4823,2010-05-26,2010-05-28 00:00:00,0,2,0.7992000000000001,0.7509
928976,309.375,2.625,0.5579000000000001,-0.8632000000000001,4.2485,0.0259,-1.1633,4.6521,2009-09-02,2010-05-28 00:00:00,0,268,5.1117,5.8154
929606,309.375,2.875,0.305,-1.7826000000000002,3.905,-0.2186,-2.2242,4.389,2009-08-29,2010-05-29 00:00:00,0,273,5.6876,6.613200000000001
930437,309.625,2.875,0.4237,-0.0089,4.2501,-0.0865,-0.5015000000000001,4.7649,2009-08-29,2010-05-30 00:00:00,0,274,4.2589999999999995,5.2664
931484,310.375,2.125,0.5346000000000001,-0.1243,4.4809,0.0057,-0.9843,4.714300000000001,2010-05-12,2010-06-01 00:00:00,0,20,4.6052,5.698600000000001
931925,310.125,2.125,0.732,-0.9002,-4.9312000000000005,0.1936,-1.7027,-4.5675,2010-04-01,2010-06-02 00:00:00,0,62,5.8314,6.2702
932287,309.125,3.125,0.295,-4.3001000000000005,-0.4589,-0.2187,-4.8123000000000005,-0.1688,2009-08-27,2010-06-02 00:00:00,0,279,4.759,4.9811000000000005
932384,309.625,0.375,0.7414000000000001,-0.497,0.3327,0.0413,-0.5383,0.243,2010-05-30,2010-06-03 00:00:00,0,4,0.8297,0.7813
932600,309.125,-0.125,0.7384000000000001,-0.2781,0.3903,0.0363,-0.2805,0.2,2010-05-30,2010-06-03 00:00:00,0,4,0.6684,0.48050000000000004
932752,309.375,-0.125,0.7375,-0.2775,0.3804,0.0354,-0.2797,0.2227,2010-05-30,2010-06-03 00:00:00,0,4,0.6579,0.5024
932753,309.375,0.125,0.735,-0.292,0.3558,0.0339,-0.2944,0.2291,2010-05-30,2010-06-03 00:00:00,0,4,0.6477999999999999,0.5235
932755,310.125,1.875,0.7029000000000001,-1.3444,-4.0607,0.1374,-2.2531000000000003,-3.6526,2010-04-02,2010-06-03 00:00:00,0,62,5.4051,5.9057
933088,310.125,2.375,0.7284,0.7852,-5.091,0.2124,0.0498,-4.7795000000000005,2010-03-31,2010-06-04 00:00:00,0,65,5.8762,4.829300000000001
942434,123.625,-16.375,1.2104,0.3125,-0.294,0.1819,0.2948,-0.3481,2010-05-23,2010-06-23 00:00:00,0,31,0.6065,0.6429
942517,124.375,-16.375,1.1445,-0.17,0.5626,0.1369,-0.1493,0.516,2010-05-23,2010-06-23 00:00:00,0,31,0.7326,0.6653
943323,310.375,1.875,0.5902000000000001,1.2159,4.560700000000001,0.035,0.201,4.8358,2010-05-11,2010-06-25 00:00:00,0,45,5.7766,5.0367999999999995
943590,310.375,2.125,0.5177,-2.9152,-3.4489,-0.0112,-3.7753,-3.2156,2010-06-04,2010-06-25 00:00:00,0,21,6.3641000000000005,6.9909
943743,310.625,2.375,0.4354,-0.5555,-4.5257000000000005,-0.0699,-1.2368,-4.4843,2010-03-30,2010-06-26 00:00:00,0,88,5.081200000000001,5.7211
943744,310.625,2.125,0.4291,-0.2977,-4.7438,-0.0944,-1.1623,-4.639200000000001,2010-03-30,2010-06-26 00:00:00,0,88,5.0415,5.801500000000001
943955,310.125,2.125,0.6374000000000001,-2.3404000000000003,-4.2494000000000005,0.0989,-3.1428000000000003,-3.8858,2010-06-06,2010-06-26 00:00:00,0,20,6.5898,7.028600000000001
944110,310.375,2.375,0.6385000000000001,-0.5575,-4.6999,0.1298,-1.2731,-4.529100000000001,2010-04-02,2010-06-26 00:00:00,0,85,5.2574000000000005,5.802200000000001
944175,310.125,1.875,0.5872,-1.7140000000000002,-4.6372,0.0216,-2.6227,-4.2292000000000005,2010-06-05,2010-06-26 00:00:00,0,21,6.3512,6.8519000000000005
944482,310.125,2.375,0.7064,-2.0686,-4.3823,0.1904,-2.8040000000000003,-4.0709,2010-06-05,2010-06-27 00:00:00,0,22,6.4509,6.8749
944605,310.375,2.625,0.5671,1.0644,-4.962400000000001,0.0733,0.5013000000000001,-4.8651,2010-03-30,2010-06-27 00:00:00,0,89,6.026800000000001,5.3664000000000005
944999,315.375,-2.375,0.4906,-0.8015,1.3402,-0.0427,-0.7907000000000001,1.1607,2010-06-23,2010-06-28 00:00:00,0,5,2.1417,1.9514
